SA2_MAINCODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_NS,Total_dwelings,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,P_Emp_FullT_Tot,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_Tot,P_Tot_Unemp_Tot,STATE_CODE_2016
208041194,682,3254,2684,651,304,191,7761,9540,10506,20042,1000,2353,1104,1387,3459,2646,2539,2089,1692,1149,621,6555,3306,250,154,537,2
208041195,798,2604,2934,740,377,192,7646,10274,11049,21321,1082,2647,1344,2309,2913,2709,3025,2249,1607,932,502,6203,3640,258,154,735,2
209011196,195,1056,1369,442,219,106,3383,4971,4918,9894,564,1051,561,877,1421,1280,1222,978,1131,571,246,2542,1647,136,80,323,2
209011197,309,2224,3112,964,556,171,7338,9889,10571,20463,1285,2506,1201,1172,2528,2891,2776,2736,1980,938,448,6277,3628,375,161,517,2
209011198,408,2240,2073,491,185,136,5535,7068,7704,14775,1055,1706,703,834,2038,2235,1852,1538,1213,980,629,4274,2423,259,96,405,2
209011199,681,2071,1687,402,131,263,5227,6860,7283,14149,1033,1446,757,989,2636,1987,1747,1524,988,590,447,3497,2068,192,134,595,2
209011200,333,1684,1626,395,185,93,4321,5394,5994,11390,585,1269,736,715,1610,1593,1723,1500,958,504,213,3651,2077,182,78,325,2
209011201,90,781,1125,387,220,62,2672,3775,3917,7691,343,1022,550,485,707,832,1184,1137,835,382,223,2279,1474,96,49,202,2
209011202,197,2023,2536,698,396,135,5978,7730,8362,16096,1084,1880,857,815,1894,2382,2151,2116,1761,825,331,4848,2823,283,127,347,2
209011203,268,2275,2806,726,336,161,6575,9059,9243,18303,1198,2316,981,1034,2173,2740,2443,1998,1789,1106,529,5430,2950,273,89,483,2
209011204,210,1211,1320,381,184,90,3405,4478,4641,9112,599,1071,492,497,1245,1433,1124,1018,852,580,195,2748,1429,160,72,225,2
209021205,365,1105,1185,347,212,110,3326,5490,5842,11328,471,1053,1094,1992,2043,1239,1321,861,566,464,222,2555,2014,155,155,723,2
209021207,1351,4522,2892,746,324,533,10370,13143,13929,27077,1778,2446,1173,1930,5480,3904,3104,2579,1992,1699,999,6874,3974,344,256,1110,2
209021208,915,3548,2771,782,408,350,8777,11925,12113,24036,1659,2425,1057,1474,4209,3541,3016,2289,1931,1652,779,6293,3385,313,224,854,2
209021428,1139,3286,2045,528,188,287,7469,9824,10200,20022,1148,1823,883,1617,4171,3325,2608,1888,1229,917,411,5740,3286,274,193,817,2
209021429,483,1960,1405,385,143,141,4517,5931,6256,12189,796,1398,562,819,2067,2045,1745,1180,728,611,232,3532,2171,179,98,414,2
209031209,183,1782,3483,1263,771,132,7628,11145,11759,22899,1254,3288,1601,1423,1978,3053,3680,3421,2151,784,273,7007,4538,375,153,562,2
209031210,28,270,453,231,150,17,1155,1698,1752,3450,193,518,256,196,314,500,526,535,297,88,22,1015,728,71,25,80,2
209031211,14,265,537,240,196,49,1300,1969,1879,3844,217,553,257,186,378,583,677,582,304,86,16,1103,632,83,26,93,2
209031212,18,235,604,390,342,34,1628,2596,2560,5152,190,736,411,307,377,576,907,876,520,194,65,1507,992,112,52,103,2
209031213,42,482,1270,566,483,52,2895,4688,4675,9365,464,1363,690,629,959,1201,1536,1275,793,321,131,2995,1774,155,90,215,2
209031214,15,309,972,436,334,42,2100,3359,3345,6706,387,989,532,427,492,870,1166,982,617,190,62,1939,1367,104,55,150,2
209031215,88,880,1949,785,577,89,4361,6776,6922,13698,778,1908,1120,971,1510,1817,2256,1797,1005,377,157,4520,2684,234,95,347,2
209041216,217,782,928,342,166,67,2502,3660,3788,7451,406,853,515,955,1365,946,946,667,377,300,113,2021,1185,111,56,329,2
209041217,177,840,775,264,139,79,2272,3115,3074,6192,321,461,284,653,1025,711,656,805,729,430,116,1550,1007,64,63,260,2
209041219,587,2694,2637,912,400,312,7534,11370,11442,22808,1592,2587,1330,1428,3700,3137,2654,2278,2156,1555,385,5024,2710,248,281,885,2
209041220,194,1595,2256,939,620,164,5769,8776,9043,17824,917,2092,1294,1437,2471,2191,2931,2434,1188,624,249,5459,2980,254,234,613,2
209041221,136,1094,1520,636,370,128,3888,5837,6058,11891,750,1310,743,970,1897,1415,1671,1719,945,392,92,3437,1928,178,128,462,2
209041223,672,2607,2181,789,402,322,6975,10163,10147,20311,1223,2111,1024,1401,3297,2505,2341,2347,2228,1457,379,4337,2499,220,240,809,2
209041224,77,1072,2237,883,622,162,5055,8164,8055,16219,1339,2487,1095,955,2485,2312,2294,1794,1056,325,87,4946,2310,298,150,451,2
209041225,84,638,1043,441,390,117,2713,4076,4050,8127,439,1161,566,454,840,1045,1180,1000,834,434,175,2197,1277,141,86,159,2
209041430,68,1627,3483,909,400,112,6600,10143,10792,20937,2418,3691,1185,999,3644,3815,2403,1456,1024,230,54,6590,3223,402,179,527,2
209041431,182,1236,1625,571,356,144,4116,6497,6669,13167,948,1715,843,967,2068,1841,1774,1482,774,503,249,3627,1900,171,155,506,2
209041432,210,1036,965,340,159,97,2812,4130,4207,8334,577,918,442,622,1437,1126,1048,996,764,277,125,2105,1229,91,122,353,2
209041433,88,919,1518,392,186,85,3192,5453,5431,10885,1299,1724,570,641,2340,2074,1125,662,312,113,22,3125,1575,164,101,402,2
209041434,86,1516,2676,607,251,98,5246,8001,8459,16458,2091,2365,781,973,3660,2869,1646,1101,688,238,47,5204,2261,281,131,476,2
209041435,43,762,1801,550,322,80,3557,5944,6106,12048,1088,2123,837,701,1850,2352,1621,858,454,147,29,3857,1885,194,117,401,2
209041436,119,1121,1642,573,283,90,3829,5868,6139,12009,798,1744,819,786,1622,1842,1723,1101,777,510,295,3618,1887,174,86,388,2
209041437,39,743,1375,313,132,70,2677,4511,4551,9060,1281,1194,371,541,2477,1557,703,536,283,95,20,2800,1112,162,105,291,2
210011226,228,1130,1131,287,118,109,3005,3655,3906,7564,463,711,296,404,1247,1107,967,833,710,581,244,2400,1007,114,83,182,2
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210011228,122,769,1274,450,270,111,2997,4206,4300,8505,435,1013,536,490,813,1070,1170,1060,1153,551,222,2408,1341,130,59,217,2
210011229,519,2930,3722,1133,586,308,9202,12681,13464,26147,1466,2821,1338,1407,3098,3476,3423,2780,3175,2381,779,6942,3709,373,267,690,2
210011230,161,861,1034,284,129,87,2564,3312,3610,6923,410,887,453,385,876,1024,1094,724,478,375,226,2258,1111,137,57,155,2
210011231,116,854,1419,437,256,83,3159,4673,4751,9428,478,1385,658,612,888,1313,1436,1234,744,448,241,2898,1673,145,62,229,2
210021232,77,910,1862,725,513,108,4192,6319,6513,12831,930,1964,863,632,1202,1856,1922,1490,1253,488,228,3711,2166,228,86,289,2
210021233,19,236,557,192,111,31,1147,1738,1637,3381,193,529,197,112,230,453,523,545,423,148,34,926,552,69,35,85,2
210021234,20,238,589,268,198,25,1338,1957,2054,4010,211,610,273,216,351,521,690,574,385,129,43,1229,737,83,32,80,2
210021235,47,652,1262,619,453,106,3140,4692,4673,9360,577,1297,615,454,840,1216,1524,1396,975,357,107,2679,1465,201,89,199,2
210031236,324,1170,825,228,89,102,2733,3778,3903,7678,586,777,312,505,1372,1261,1006,665,462,448,286,2151,1173,147,69,255,2
210031237,493,1774,1309,429,222,205,4423,7006,6762,13768,1134,1832,751,886,2321,1840,1456,1128,841,1058,518,2814,1696,152,186,573,2
210031239,744,3724,2997,715,372,251,8804,11416,12031,23447,1628,2527,1152,1476,4514,3781,2892,2119,1312,1236,809,7478,3421,375,215,767,2
210031438,846,3212,2414,642,317,357,7783,11081,11029,22107,1626,2263,1070,1624,4723,3115,2397,1730,1411,1339,791,5623,3082,264,256,904,2
210031439,29,302,486,139,50,20,1022,1388,1511,2904,225,425,153,135,377,530,406,234,202,169,49,942,428,37,25,58,2
210031440,203,757,724,210,110,88,2094,2736,2869,5604,384,643,305,348,835,738,682,505,467,522,171,1331,673,62,64,182,2
210041240,93,963,1764,720,502,99,4142,6280,6432,12715,764,1805,942,857,1380,1731,1975,1730,942,413,178,3805,2208,196,85,416,2
210041241,405,2976,3772,1317,772,259,9501,12933,13719,26655,1875,3304,1732,1823,3760,3559,3721,3177,2167,1084,443,8364,4191,446,245,852,2
210051242,545,1590,1148,346,181,300,4115,6922,6379,13305,1096,1769,827,1094,2551,1622,1557,1222,795,556,210,2108,1463,106,167,718,2
210051243,419,1665,1560,546,282,280,4749,8088,8027,16122,1255,2340,1166,1242,2407,1920,1946,1429,1320,877,226,2369,1560,126,159,719,2
210051245,277,1808,2419,903,472,215,6088,8599,9005,17608,950,1972,1124,1167,2266,2200,2392,2415,1981,883,248,4919,2697,254,198,592,2
210051246,49,697,2063,958,824,92,4687,8199,8095,16292,1009,2183,1276,1323,2245,2051,2635,2018,1087,383,78,5125,2666,244,203,464,2
210051247,260,1283,1494,582,288,217,4119,7390,7444,14842,1104,2323,1256,1241,2166,1910,2057,1503,863,336,72,2414,1589,133,172,707,2
210051248,0,3,0,4,8,3,23,93,93,181,0,13,7,30,31,26,35,17,10,3,0,44,8,0,3,0,2
210051249,174,1324,2282,940,518,175,5419,10721,11096,21817,1702,4001,2061,1734,2868,3118,3289,1708,855,357,124,4435,2557,156,276,918,2
210051250,169,1100,871,258,112,77,2589,3211,3254,6458,390,568,267,419,1195,893,788,774,711,347,104,1944,835,96,101,232,2
210051441,116,790,971,378,201,89,2549,4234,4151,8390,645,1190,594,639,1369,1141,1151,901,514,185,50,2267,1139,101,94,412,2
210051442,64,828,1486,449,235,71,3133,5759,5760,11524,1283,2123,792,751,1937,2151,1326,745,295,106,12,3252,1521,145,133,433,2
210051443,133,1381,1969,731,414,118,4752,8244,8040,16288,1436,2413,1242,1281,2967,2377,2220,1479,609,223,53,4574,2297,186,197,693,2
210051444,125,1427,1894,413,143,112,4106,7053,7098,14152,1890,2187,686,866,3622,2418,1124,685,410,181,86,3895,1698,207,160,566,2
210051445,6,207,471,169,148,28,1033,1702,1685,3385,304,437,189,266,753,478,453,275,171,62,12,1182,466,52,38,87,2
211011251,258,1730,1699,493,250,153,4586,5879,6194,12078,820,1239,594,757,2046,1698,1528,1272,1158,706,258,3621,1809,199,126,379,2
211011254,112,1447,2342,755,373,106,5133,7448,7643,15088,934,1868,995,992,2004,2147,2112,1791,1444,643,150,4617,2411,208,128,485,2
211011255,14,237,854,420,355,39,1925,3270,3314,6580,312,964,630,559,548,851,1337,889,326,127,32,2256,1296,103,54,161,2
211011256,112,1211,2172,872,563,114,5043,7462,7756,15215,854,1776,1127,1220,2015,1934,2371,2159,1015,548,200,5062,2715,242,107,456,2
211011257,50,564,1148,443,266,55,2534,3926,4083,8005,473,1192,652,545,794,1177,1379,878,499,320,102,2622,1404,121,49,213,2
211011258,33,619,1542,667,391,66,3312,5240,5327,10573,548,1428,861,748,1120,1420,1810,1374,784,393,82,3522,1915,158,89,284,2
211011259,154,1314,2163,716,334,109,4792,6747,7173,13926,724,1598,807,833,1718,1822,1751,2117,1470,664,427,4089,2316,187,111,414,2
211011260,329,1621,2427,970,529,154,6036,8527,9281,17805,789,1828,1228,1325,2113,1967,2439,2657,1728,1021,712,5236,3033,221,122,581,2
211011446,487,3089,3215,969,468,278,8510,10719,11375,22096,1475,2276,1056,1303,3518,3098,2721,2686,2159,1242,552,6670,3482,362,175,651,2
211011447,269,1822,2050,604,338,155,5242,6783,7109,13890,878,1523,720,768,1982,1930,1910,1617,1420,781,356,4208,2145,212,125,398,2
211011448,152,1397,2208,799,427,115,5088,7203,7420,14621,904,1782,967,925,1932,2079,2061,1906,1303,563,201,4642,2565,277,113,440,2
211011449,35,330,657,265,133,48,1466,2132,2143,4271,296,573,274,224,540,640,656,556,360,118,33,1351,759,103,32,117,2
211021261,163,1197,2210,919,615,120,5221,7798,8147,15942,755,2111,1190,988,1355,1875,2521,2071,1623,954,499,4381,2906,231,126,355,2
211021262,28,455,1261,655,576,68,3041,5039,5007,10049,369,1472,879,698,699,1068,1820,1504,961,411,175,2986,2021,137,80,244,2
211031263,164,1260,1671,555,357,115,4127,5782,5991,11773,805,1390,759,782,1761,1650,1740,1407,867,347,267,3828,2013,213,84,320,2
211031265,83,1235,2712,1000,665,121,5807,8831,9156,17985,1026,2474,1428,1276,1870,2241,3038,2384,1384,610,252,5844,3524,351,122,442,2
211031266,544,2692,2283,552,296,206,6579,8298,8849,17149,1185,1889,880,967,2944,2646,2055,1729,1399,898,558,5126,2638,252,130,588,2
211031267,337,2590,3085,810,366,177,7367,9878,10381,20260,1402,2437,1182,1129,2648,3050,2829,2183,1847,1082,476,6031,3455,311,141,545,2
211031268,62,794,1504,487,279,51,3175,4730,4788,9524,536,1289,643,553,936,1290,1366,1305,953,483,174,2883,1710,145,82,233,2
211031450,363,2456,2196,565,245,192,6015,7137,8047,15182,1154,1604,700,877,2636,2206,1779,1696,1401,803,336,4593,2369,221,121,410,2
211031451,298,1827,1949,547,274,153,5051,6258,7093,13351,844,1543,788,790,1741,1728,1659,1466,1311,949,525,3749,2126,191,113,350,2
211031452,50,494,770,255,87,38,1696,2258,2451,4715,362,573,266,240,684,713,630,498,465,224,48,1464,741,78,34,126,2
211041269,303,1456,1569,358,142,115,3939,5052,5578,10626,608,1205,576,636,1384,1562,1359,1141,972,804,381,2854,1726,129,70,348,2
211041270,376,2424,2394,525,235,138,6088,7799,8345,16148,1114,1890,802,893,2546,2544,2175,1697,1347,847,299,5102,2717,257,122,478,2
211041271,299,1697,1628,380,159,132,4294,5752,6126,11876,788,1381,625,697,1865,1808,1542,1151,894,669,451,3345,1982,178,96,327,2
211041272,117,1166,1693,415,195,81,3671,5101,5344,10442,632,1551,616,483,1144,1657,1391,1118,1030,617,191,2941,1738,147,69,277,2
211041273,117,1015,1814,604,303,61,3913,5593,6082,11678,475,1304,865,773,1046,1324,1584,1528,1601,813,367,3087,1983,138,82,387,2
211051274,55,763,1444,561,415,81,3321,4991,5028,10019,609,1379,714,599,1061,1475,1596,1449,795,277,65,3032,1927,190,91,255,2
211051275,81,818,1507,523,344,84,3355,4901,4969,9872,580,1160,683,651,1308,1197,1364,1236,1061,474,159,3066,1694,200,81,223,2
211051276,156,1414,1892,764,535,201,4962,6680,7028,13710,802,1759,800,683,1390,1699,1962,1956,1580,809,283,3561,2339,266,168,284,2
211051277,154,1126,1325,428,252,104,3386,4399,4781,9178,603,1041,441,560,1378,1120,1067,1063,983,547,389,2715,1359,135,84,190,2
211051278,287,1936,2584,1005,652,194,6663,9055,9660,18721,1072,2432,1256,1188,2302,2455,2744,2239,1713,939,372,5682,3191,309,144,441,2
211051279,40,437,755,341,273,52,1891,2810,2825,5632,312,775,407,278,515,766,873,765,625,215,113,1566,1038,132,51,96,2
211051280,57,496,912,429,278,48,2218,3337,3472,6803,412,864,418,412,777,883,917,853,675,351,248,1993,1216,126,43,146,2
211051281,248,2016,3231,1081,704,173,7463,10874,11179,22056,1544,2818,1467,1499,3348,2932,2870,2541,1905,847,299,6910,3720,381,171,613,2
211051282,58,881,1609,511,308,80,3460,4867,4840,9707,533,1250,537,452,841,1355,1505,1631,1147,342,111,2800,1874,198,67,211,2
211051283,64,738,1325,559,423,79,3186,4830,4872,9702,639,1302,753,613,1262,1310,1445,1167,799,314,95,3014,1723,188,92,234,2
211051284,102,916,1465,542,308,70,3408,4816,4789,9610,563,1251,618,612,1065,1476,1578,1388,740,229,72,3042,1928,189,64,280,2
211051285,34,430,1004,501,432,69,2472,3770,3829,7601,453,1074,586,473,859,996,1171,975,640,286,87,2374,1388,165,87,161,2
